Campaign_ID,Platform,Ad_Spend,Impressions,Clicks,Conversions,Revenue,Region,Age_Group,Start_Date,End_Date,Campaign_Type,Targeted_Location,CTR,Conversion_Rate,ROI,Content Production (45%),Distribution (35%),Analytics (20%)
510,Twitter,15776,725212,22214,1472,64955,Africa,45-54,4/9/23,5/2/23,Awareness,Lagos,3.06%,7%,312%,5484.7913,6977.30368,3313.90502
511,TikTok,16287,958679,40384,1005,29663,North America,25-34,11/28/23,12/26/23,Awareness,Toronto,4.21%,2%,82%,5555.207909,8389.059098,2342.732993
512,Facebook,9713,516994,20263,1370,71428,Africa,25-34,12/3/23,12/23/23,Conversion,Nairobi,3.92%,7%,635%,3620.872836,4888.178111,1203.949052
513,Instagram,2159,315358,39193,1312,44959,Europe,55+,9/25/23,9/26/23,Lead Generation,Berlin,12.43%,3%,1982%,995.6817881,1146.235534,17.08267805
514,LinkedIn,5817,438285,35379,810,1792,Europe,45-54,12/7/23,12/31/23,Lead Generation,Madrid,8.07%,2%,-69%,2139.893434,3369.942906,307.1636602
515,LinkedIn,17782,106451,11708,938,33168,North America,45-54,4/11/23,4/27/23,Awareness,Los Angeles,11.00%,8%,87%,7460.872805,6307.905033,4013.222161
516,Twitter,4261,959155,18208,21,96545,North America,35-44,12/31/23,1/27/24,Lead Generation,Los Angeles,1.90%,0%,2166%,1133.685002,2340.863805,786.4511938
517,TikTok,6390,82202,596,856,46419,Asia,45-54,11/2/23,11/26/23,Lead Generation,Shanghai,0.73%,144%,626%,2757.295446,3168.879392,463.8251623
518,LinkedIn,15438,531807,46816,1539,49089,Europe,25-34,7/22/23,8/5/23,Awareness,London,8.80%,3%,218%,5374.895064,7494.089758,2569.015179
519,Twitter,19519,767683,46184,1683,28215,South America,55+,10/13/23,10/22/23,Awareness,São Paulo,6.02%,4%,45%,7048.503812,11460.87736,1009.61883
520,Twitter,11344,636192,7883,1970,50368,Europe,55+,9/11/23,9/13/23,Conversion,London,1.24%,25%,344%,5647.959422,5203.103226,492.9373527
521,LinkedIn,10473,34812,25111,1948,60704,Africa,55+,4/6/23,5/6/23,Lead Generation,Cairo,72.13%,8%,480%,3595.627734,5716.326255,1161.046011
522,Twitter,16713,901360,3797,1878,93094,Africa,18-24,8/20/23,8/25/23,Lead Generation,Cairo,0.42%,49%,457%,5816.32793,7777.849422,3118.822648
523,TikTok,12097,38950,39162,1286,3180,Asia,18-24,8/4/23,8/10/23,Lead Generation,Seoul,100.54%,3%,-74%,4996.390257,4703.63791,2396.971833
524,Twitter,11289,772106,28106,555,51451,North America,45-54,2/8/23,2/15/23,Lead Generation,Toronto,3.64%,2%,356%,4605.908928,4727.51954,1955.571531
525,LinkedIn,8399,3755,13534,791,29354,Asia,18-24,10/24/23,11/9/23,Lead Generation,Seoul,360.43%,6%,249%,3709.307867,4564.130209,125.561924
526,TikTok,10851,14829,25938,1338,77806,North America,45-54,9/25/23,10/19/23,Conversion,Toronto,174.91%,5%,617%,3552.839565,3284.440221,4013.720214
527,LinkedIn,19337,918838,49901,792,92804,South America,55+,6/24/23,7/12/23,Conversion,Bogotá,5.43%,2%,380%,7476.637711,9677.326545,2183.035745
528,Facebook,11447,471882,16956,659,526,Africa,45-54,1/26/23,2/15/23,Conversion,Cape Town,3.59%,4%,-95%,4681.815066,4348.821168,2416.363767
529,Instagram,6122,946753,32528,526,89779,North America,45-54,10/17/23,10/21/23,Conversion,Toronto,3.44%,2%,1366%,2076.949041,2478.127227,1566.923732
530,TikTok,17944,864121,30562,829,30262,Asia,45-54,12/23/23,12/30/23,Conversion,Shanghai,3.54%,3%,69%,4297.615713,9621.888076,4024.49621
531,Twitter,7382,17390,42644,937,14432,Asia,55+,12/14/23,12/31/23,Lead Generation,Seoul,245.22%,2%,96%,2784.355335,3093.644032,1504.000633
532,Instagram,11708,946968,28884,499,52488,North America,55+,5/19/23,5/21/23,Awareness,New York,3.05%,2%,348%,2358.323476,5967.824435,3381.852089
533,TikTok,8915,745915,22826,95,91599,Asia,55+,2/12/23,2/20/23,Lead Generation,Tokyo,3.06%,0%,927%,3856.947487,2967.962424,2090.090088
534,Facebook,5417,27256,35138,179,77888,Africa,18-24,8/3/23,8/6/23,Conversion,Cairo,128.92%,1%,1338%,1516.209264,2447.74184,1453.048896
535,TikTok,12972,860617,32471,1629,6596,Europe,55+,2/4/23,3/2/23,Awareness,Madrid,3.77%,5%,-49%,6096.51725,4323.10197,2552.38078
536,LinkedIn,2737,187866,35668,902,55460,Africa,55+,11/11/23,12/9/23,Awareness,Cairo,18.99%,3%,1926%,790.7073487,1283.257518,663.0351338
537,LinkedIn,10858,459932,40475,752,51627,Europe,25-34,9/16/23,10/7/23,Conversion,Berlin,8.80%,2%,375%,3842.872041,4868.296343,2146.831616
538,TikTok,10815,561184,26647,399,59731,Africa,18-24,5/13/23,6/5/23,Awareness,Lagos,4.75%,1%,452%,4893.578854,5918.129129,3.29201666
539,LinkedIn,7135,233315,30522,1509,22054,Africa,25-34,1/3/23,1/21/23,Lead Generation,Cape Town,13.08%,5%,209%,2736.308217,3758.553568,640.1382148
540,Facebook,3574,534992,41878,1666,3191,South America,25-34,10/7/23,10/14/23,Awareness,Buenos Aires,7.83%,4%,-11%,1003.126711,1412.728589,1158.1447
541,TikTok,3665,769503,23882,1701,67720,North America,55+,8/31/23,9/2/23,Awareness,Toronto,3.10%,7%,1748%,750.4047096,1888.046449,1026.548841
542,TikTok,6371,302484,40650,520,83404,Asia,45-54,1/3/23,2/1/23,Conversion,Tokyo,13.44%,1%,1209%,1646.428735,2281.728059,2442.843206
543,Facebook,14367,403687,32353,280,29338,Asia,45-54,10/9/23,10/16/23,Awareness,Mumbai,8.01%,1%,104%,5664.042244,7318.781929,1384.175826
544,TikTok,8386,541694,6344,818,96534,Africa,18-24,2/9/23,2/23/23,Awareness,Cairo,1.17%,13%,1051%,3463.580077,2961.199081,1961.220842
545,TikTok,7617,768338,13499,1243,12600,Africa,55+,12/29/23,1/16/24,Conversion,Cairo,1.76%,9%,65%,2290.665579,3359.24657,1967.087851
546,Instagram,8611,360686,7202,808,39493,North America,35-44,12/28/23,1/24/24,Conversion,Chicago,2.00%,11%,359%,2759.366387,4159.066673,1692.566939
547,Instagram,1352,929515,38583,582,34163,Asia,25-34,10/27/23,11/19/23,Lead Generation,Seoul,4.15%,2%,2427%,635.4686169,798.4951293,-81.96374629
548,TikTok,4980,288737,41563,957,53140,Africa,35-44,12/8/23,12/26/23,Conversion,Nairobi,14.39%,2%,967%,1993.454728,1494.800121,1491.745151
549,LinkedIn,696,200286,3323,1709,23556,South America,25-34,9/16/23,9/28/23,Lead Generation,Buenos Aires,1.66%,51%,3284%,289.5494078,257.792428,148.6581641
550,LinkedIn,11500,413787,45718,230,80306,North America,18-24,12/19/23,1/9/24,Conversion,New York,11.05%,1%,598%,5461.206966,6222.923678,-184.130644
551,LinkedIn,5139,488227,32475,1786,36792,South America,35-44,1/23/23,1/30/23,Conversion,Lima,6.65%,5%,616%,2105.514757,1723.842337,1309.642905
552,Twitter,10573,809744,33107,758,62162,Europe,18-24,12/27/23,1/13/24,Awareness,Madrid,4.09%,2%,488%,3091.241027,4486.523812,2995.235161
553,TikTok,12376,431564,44326,287,79588,Africa,55+,1/5/23,1/30/23,Lead Generation,Nairobi,10.27%,1%,543%,3134.696046,5006.375724,4234.92823
554,TikTok,1419,458274,7943,1695,91389,Europe,35-44,3/28/23,4/16/23,Conversion,Berlin,1.73%,21%,6340%,347.6497259,519.4237487,551.9265254
555,TikTok,7592,315085,18212,525,29483,Asia,55+,5/2/23,5/31/23,Lead Generation,Seoul,5.78%,3%,288%,3116.70645,3556.32824,918.96531
556,Twitter,14235,677556,175,482,97250,Europe,25-34,3/29/23,4/10/23,Conversion,Paris,0.03%,275%,583%,4590.117655,6132.34524,3512.537104
557,Twitter,6492,983756,12105,1343,6944,Europe,55+,3/20/23,4/15/23,Conversion,Paris,1.23%,11%,7%,1730.699825,3648.931798,1112.368377
558,Twitter,8876,761589,48791,1433,69067,Africa,18-24,5/14/23,6/12/23,Conversion,Cairo,6.41%,3%,678%,1926.441031,4510.975302,2438.583667
559,TikTok,14675,3378,38578,1331,99516,North America,55+,5/27/23,6/11/23,Conversion,Los Angeles,1142.04%,3%,578%,6766.880213,8600.819922,-692.7001354
560,Instagram,752,621686,2117,1701,12981,North America,25-34,1/26/23,2/2/23,Lead Generation,Chicago,0.34%,80%,1626%,282.8080952,251.2912848,217.90062
561,Instagram,13222,177793,40228,1099,19604,North America,55+,11/12/23,11/26/23,Lead Generation,Toronto,22.63%,3%,48%,2919.360316,6585.533663,3717.106021
562,TikTok,12344,13006,36143,1331,22649,Asia,18-24,11/21/23,12/6/23,Awareness,Seoul,277.89%,4%,83%,4719.648385,7227.244408,397.1072071
563,Facebook,10845,816193,44003,977,15265,Europe,35-44,1/7/23,1/21/23,Conversion,London,5.39%,2%,41%,3158.759367,3595.320901,4090.919732
564,TikTok,19594,387939,37565,1297,39377,Europe,45-54,12/29/23,1/28/24,Lead Generation,Berlin,9.68%,3%,101%,4982.799051,6394.101161,8217.099788
565,Instagram,757,353708,25343,163,17377,Europe,25-34,10/27/23,11/25/23,Awareness,Madrid,7.16%,1%,2196%,286.8767662,365.1615978,104.961636
566,Facebook,11846,966371,44220,490,43262,North America,55+,12/6/23,12/23/23,Conversion,Los Angeles,4.58%,1%,265%,4729.796789,6720.248523,395.9546879
567,Facebook,11467,955014,21367,936,15470,Asia,25-34,11/1/23,11/24/23,Lead Generation,Shanghai,2.24%,4%,35%,2591.930469,5506.483396,3368.586135
568,LinkedIn,16635,104173,24477,401,79539,Africa,55+,8/3/23,8/9/23,Conversion,Cape Town,23.50%,2%,378%,7378.252338,9443.59471,-186.8470481
569,TikTok,11306,335110,24218,753,70497,Africa,55+,12/20/23,1/5/24,Awareness,Lagos,7.23%,3%,524%,3271.581554,5938.405518,2096.012928
570,Twitter,12753,120637,10008,737,6960,North America,18-24,11/3/23,11/22/23,Conversion,New York,8.30%,7%,-45%,4336.684312,6443.900409,1972.415279
571,LinkedIn,9732,348955,48980,659,43986,South America,35-44,8/17/23,8/30/23,Awareness,Bogotá,14.04%,1%,352%,4143.256231,5503.512738,85.2310309
572,Facebook,8006,215715,12100,539,10387,North America,35-44,10/5/23,11/3/23,Conversion,Chicago,5.61%,4%,30%,3177.04942,3508.8322,1320.11838
573,Instagram,9383,537024,1591,986,60712,North America,25-34,12/3/23,12/14/23,Lead Generation,Toronto,0.30%,62%,547%,2626.751398,4304.562179,2451.686422
574,Twitter,5945,365611,22949,1204,56981,North America,55+,4/17/23,4/29/23,Lead Generation,New York,6.28%,5%,858%,2190.985513,2152.572825,1601.441662
575,Instagram,1064,623048,16970,1466,4730,Europe,25-34,11/13/23,12/8/23,Conversion,London,2.72%,9%,345%,441.3732217,360.0481994,262.5785789
576,Facebook,3380,629243,12710,873,82455,South America,18-24,4/28/23,5/4/23,Awareness,São Paulo,2.02%,7%,2339%,684.9284439,1220.3829,1474.688656
577,Twitter,18278,262389,8984,1359,94480,Africa,55+,9/20/23,9/28/23,Lead Generation,Cape Town,3.42%,15%,417%,4556.378793,10247.37603,3474.245178
578,Facebook,14577,536911,25588,1798,58575,North America,45-54,3/27/23,4/1/23,Awareness,New York,4.77%,7%,302%,3889.733518,6619.003336,4068.263146
579,Facebook,5637,875588,13898,805,13761,North America,55+,9/29/23,10/21/23,Lead Generation,Toronto,1.59%,6%,144%,1308.701306,2257.19665,2071.102045
580,LinkedIn,16357,906008,36456,1002,37732,Asia,25-34,6/20/23,7/2/23,Lead Generation,Tokyo,4.02%,3%,131%,7849.004307,7059.806701,1448.188991
581,TikTok,16749,429236,29430,789,38155,South America,25-34,3/18/23,4/12/23,Lead Generation,Buenos Aires,6.86%,3%,128%,6658.300962,5877.757132,4212.941906
582,Twitter,4348,823760,37449,1068,17911,South America,25-34,12/22/23,1/9/24,Lead Generation,São Paulo,4.55%,3%,312%,2036.503969,1744.312254,567.1837769
583,Instagram,13729,824507,29174,160,58976,Europe,35-44,4/19/23,4/21/23,Conversion,Berlin,3.54%,1%,330%,6285.398795,6062.339299,1381.261906
584,LinkedIn,12415,982157,14007,187,63968,South America,25-34,12/13/23,12/22/23,Conversion,São Paulo,1.43%,1%,415%,4449.557198,6774.433659,1191.009142
585,Facebook,808,12787,29365,1353,97446,North America,35-44,11/18/23,11/20/23,Conversion,Toronto,229.65%,5%,11960%,393.1569092,417.6923213,-2.849230446
586,LinkedIn,9045,184320,4299,772,23100,South America,35-44,5/21/23,6/11/23,Awareness,Bogotá,2.33%,18%,155%,2125.674485,4854.434974,2064.890541
587,Instagram,2258,162328,12455,1629,44941,Europe,55+,7/3/23,7/11/23,Lead Generation,London,7.67%,13%,1890%,537.1154204,1015.698648,705.1859312
588,LinkedIn,17910,289685,14911,1897,17164,North America,18-24,6/23/23,7/10/23,Conversion,Los Angeles,5.15%,13%,-4%,8641.959016,8312.423607,955.6173764
589,TikTok,16713,262236,40266,111,87536,South America,35-44,9/29/23,10/17/23,Awareness,Buenos Aires,15.35%,0%,424%,4971.369224,7740.01452,4001.616256
590,LinkedIn,15396,835700,48916,230,49231,North America,25-34,5/20/23,5/24/23,Lead Generation,Chicago,5.85%,0%,220%,4648.519607,4762.771535,5984.708858
591,Twitter,4902,774368,28284,107,85781,South America,35-44,11/28/23,12/9/23,Awareness,Bogotá,3.65%,0%,1650%,2126.709515,2381.652994,393.6374904
592,Facebook,16932,780876,35389,909,14749,Asia,45-54,7/31/23,8/18/23,Conversion,Shanghai,4.53%,3%,-13%,3402.203918,8309.587697,5220.208385
593,Instagram,13422,765679,38746,1185,21877,North America,45-54,2/2/23,2/26/23,Lead Generation,Chicago,5.06%,3%,63%,2999.978928,4869.704023,5552.317049
594,Twitter,2381,35048,31301,545,26175,South America,55+,6/21/23,7/21/23,Conversion,Buenos Aires,89.31%,2%,999%,1018.78242,918.1408408,444.0767389
595,TikTok,6868,624842,8311,406,9464,North America,35-44,3/27/23,4/1/23,Lead Generation,Los Angeles,1.33%,5%,38%,2808.916856,2409.170165,1649.91298
596,Facebook,10741,269205,36521,744,99489,South America,55+,9/20/23,10/12/23,Conversion,Bogotá,13.57%,2%,826%,2624.549076,5252.463422,2863.987503
597,Facebook,5578,342899,42834,728,19118,Asia,18-24,2/20/23,2/26/23,Awareness,Mumbai,12.49%,2%,243%,1913.133704,1854.313396,1810.552899
598,Facebook,19548,957913,32120,906,11675,Africa,18-24,10/15/23,10/24/23,Awareness,Cairo,3.35%,3%,-40%,5201.948971,9878.116227,4467.934802
599,Twitter,9384,960832,11674,619,55829,North America,35-44,2/2/23,2/18/23,Lead Generation,Chicago,1.21%,5%,495%,3002.321943,3320.083879,3061.594178
600,LinkedIn,8578,485167,37824,112,93635,South America,35-44,12/19/23,12/27/23,Conversion,Lima,7.80%,0%,992%,2894.175505,4883.212875,800.6116203
601,LinkedIn,16311,180657,45447,1870,18939,South America,55+,6/10/23,7/8/23,Lead Generation,Bogotá,25.16%,4%,16%,3442.981737,8713.755499,4154.262765
602,Facebook,15788,948590,7277,870,53982,South America,35-44,7/20/23,8/7/23,Awareness,São Paulo,0.77%,12%,242%,4927.979896,9396.452152,1463.567952
603,Instagram,5178,960759,49475,172,45106,North America,25-34,10/10/23,11/2/23,Awareness,New York,5.15%,0%,771%,1852.363081,2626.884465,698.7524546
604,Instagram,2153,294004,11741,405,25942,Africa,45-54,5/7/23,6/6/23,Conversion,Nairobi,3.99%,3%,1105%,976.8853747,679.3369385,496.7776868
605,TikTok,8549,147677,22321,191,49019,Europe,25-34,9/9/23,9/15/23,Lead Generation,Madrid,15.11%,1%,473%,3848.419024,2849.488779,1851.092197
606,TikTok,16462,348864,8233,792,53571,Europe,25-34,2/15/23,3/6/23,Conversion,Paris,2.36%,10%,225%,5352.997158,6976.016003,4132.986839
607,Facebook,2809,232332,46556,957,78670,Africa,45-54,2/24/23,3/23/23,Conversion,Cairo,20.04%,2%,2701%,589.6278579,940.7256243,1278.646518
608,Facebook,8891,917941,14617,405,28478,Africa,35-44,6/11/23,6/30/23,Conversion,Nairobi,1.59%,3%,220%,4342.053644,4401.37587,147.5704863
609,Twitter,19144,866720,27062,628,5982,South America,55+,7/31/23,8/27/23,Awareness,Buenos Aires,3.12%,2%,-69%,7690.569358,6684.887439,4768.543203
610,Twitter,3966,854173,15007,1559,5547,South America,35-44,8/6/23,8/10/23,Awareness,São Paulo,1.76%,10%,40%,1355.231402,1905.053237,705.7153612
611,Twitter,13123,97774,36556,1759,55715,South America,25-34,10/9/23,10/25/23,Lead Generation,São Paulo,37.39%,5%,325%,5386.490387,5414.796753,2321.71286
612,TikTok,7259,847971,33659,427,53014,North America,25-34,4/28/23,5/19/23,Awareness,Chicago,3.97%,1%,630%,2913.583545,3939.236651,406.1798035
613,LinkedIn,7702,517343,12116,42,57814,Asia,18-24,3/15/23,3/16/23,Lead Generation,Tokyo,2.34%,0%,651%,2900.136861,4239.554627,562.3085115
614,LinkedIn,13104,159551,5482,929,39256,South America,35-44,11/26/23,12/1/23,Lead Generation,Lima,3.44%,17%,200%,5003.024123,5795.3188,2305.657076
615,TikTok,16338,721978,15802,364,2169,Africa,35-44,3/16/23,4/10/23,Lead Generation,Cairo,2.19%,2%,-87%,5457.981912,7102.505679,3777.512409
616,LinkedIn,7726,456772,45146,1796,38046,Africa,35-44,1/10/23,2/8/23,Awareness,Lagos,9.88%,4%,392%,2396.817668,3985.32446,1343.857873
617,TikTok,9825,847155,22109,768,29092,North America,25-34,10/13/23,10/22/23,Lead Generation,New York,2.61%,3%,196%,4695.330968,4641.625144,488.0438877
618,LinkedIn,16843,847429,31505,790,82314,South America,18-24,8/18/23,8/27/23,Conversion,Lima,3.72%,3%,389%,6449.775749,6037.080739,4356.143512
619,Instagram,2911,589630,41235,1795,5607,Africa,35-44,12/25/23,1/3/24,Lead Generation,Cairo,6.99%,4%,93%,1162.150919,1208.031511,540.8175699
620,Instagram,9939,622641,40082,1430,70758,South America,45-54,10/5/23,10/21/23,Lead Generation,Bogotá,6.44%,4%,612%,4334.726145,5535.150271,69.12358421
621,Facebook,1216,33416,2074,1090,67594,Europe,55+,8/29/23,9/24/23,Conversion,London,6.21%,53%,5459%,583.4915842,458.1991813,174.3092345
622,TikTok,4063,84932,38914,1195,60070,Asia,45-54,4/25/23,5/16/23,Conversion,Mumbai,45.82%,3%,1378%,1886.132075,1806.128619,370.7393055
623,Instagram,12240,485655,25321,1617,50336,South America,25-34,5/6/23,5/26/23,Lead Generation,Lima,5.21%,6%,311%,3231.19884,5562.33349,3446.46767
624,LinkedIn,13075,210447,32158,815,91618,Europe,35-44,4/22/23,5/9/23,Conversion,London,15.28%,3%,601%,4564.920376,7532.336967,977.7426568
625,Twitter,10606,652751,4671,1935,79319,Africa,55+,11/27/23,12/16/23,Conversion,Cape Town,0.72%,41%,648%,2569.980196,5574.222536,2461.797269
626,Instagram,12804,303468,44695,381,97472,Africa,45-54,6/29/23,7/20/23,Awareness,Lagos,14.73%,1%,661%,6093.20703,5371.06203,1339.730941
627,Twitter,17920,374988,8822,1034,37199,North America,55+,8/7/23,8/28/23,Conversion,Los Angeles,2.35%,12%,108%,5166.714766,7967.343516,4785.941717
628,Instagram,9924,173508,41818,39,92688,North America,45-54,1/21/23,2/1/23,Awareness,Chicago,24.10%,0%,834%,4618.064144,4799.405663,506.5301928
629,Twitter,9127,869277,36773,1927,60471,North America,55+,12/8/23,12/30/23,Lead Generation,New York,4.23%,5%,563%,2616.955642,4036.109501,2473.934857
630,LinkedIn,5936,771998,27766,718,29363,Asia,25-34,12/8/23,1/3/24,Conversion,Tokyo,3.60%,3%,395%,2388.070886,2366.249493,1181.679621
631,TikTok,4679,786668,38316,386,44907,Africa,25-34,11/13/23,12/11/23,Lead Generation,Lagos,4.87%,1%,860%,2069.749808,2436.932205,172.3179872
632,TikTok,14977,465597,6221,109,76365,Asia,35-44,1/18/23,1/30/23,Conversion,Seoul,1.34%,2%,410%,3972.642447,7506.15029,3498.207263
633,TikTok,5356,733214,29825,1368,10219,Asia,35-44,7/20/23,8/5/23,Lead Generation,Mumbai,4.07%,5%,91%,1147.173473,2544.870531,1663.955996
634,Facebook,17923,755242,47580,1616,85363,North America,45-54,7/23/23,8/18/23,Awareness,Los Angeles,6.30%,3%,376%,6042.643855,8915.066929,2965.289216
635,TikTok,14299,80513,34049,325,70048,South America,45-54,3/28/23,4/8/23,Lead Generation,São Paulo,42.29%,1%,390%,4897.537061,7971.198756,1430.264183
636,Instagram,2449,842482,6228,1322,40385,Asia,25-34,9/27/23,9/29/23,Conversion,Seoul,0.74%,21%,1549%,992.3037649,885.0268043,571.6694309
637,LinkedIn,10285,830874,16897,274,77468,Africa,35-44,4/23/23,5/17/23,Lead Generation,Lagos,2.03%,2%,653%,2405.751751,5271.960967,2607.287282
638,Facebook,1328,893751,16041,440,50138,South America,18-24,2/8/23,3/9/23,Awareness,Bogotá,1.79%,3%,3675%,635.5184415,488.7922882,203.6892703
639,Twitter,16015,770376,46844,991,1644,Europe,18-24,5/25/23,6/1/23,Lead Generation,London,6.08%,2%,-90%,5282.09054,5862.574085,4870.335376
640,Facebook,9591,335910,216,1580,31454,Europe,55+,10/7/23,10/20/23,Awareness,Madrid,0.06%,731%,228%,2444.775897,5413.09676,1733.127344
641,TikTok,1453,919062,13831,502,57795,South America,35-44,6/9/23,6/15/23,Awareness,Buenos Aires,1.50%,4%,3878%,305.3787612,771.1546602,376.4665786
642,Instagram,5329,891791,49274,1628,42013,Asia,35-44,6/18/23,7/14/23,Conversion,Mumbai,5.53%,3%,688%,2582.92235,1684.422399,1061.655251
643,LinkedIn,6965,124287,10316,701,15310,Asia,35-44,10/3/23,10/26/23,Conversion,Seoul,8.30%,7%,120%,2036.699057,2574.694159,2353.606783
644,TikTok,4075,274108,45606,125,19901,Europe,25-34,10/11/23,10/21/23,Lead Generation,Madrid,16.64%,0%,388%,958.9863137,2253.120986,862.8927005
645,Instagram,12960,467933,39014,449,93112,Europe,55+,2/8/23,2/10/23,Conversion,London,8.34%,1%,618%,5282.17306,5589.681439,2088.145501
646,Instagram,6042,476641,25058,783,79856,Asia,45-54,12/26/23,1/23/24,Lead Generation,Seoul,5.26%,3%,1222%,2952.316404,3112.584995,-22.90139842
647,Twitter,2984,494513,5539,1559,153,North America,25-34,2/7/23,2/23/23,Lead Generation,Chicago,1.12%,28%,-95%,1012.120918,1141.369164,830.5099182
648,Facebook,9550,151344,48584,863,82082,South America,18-24,10/21/23,11/14/23,Awareness,Lima,32.10%,2%,759%,4367.12182,5534.484123,-351.6059432
649,Twitter,1599,493656,43114,1954,13919,South America,25-34,1/7/23,1/18/23,Awareness,Lima,8.73%,5%,770%,356.1708845,734.3817652,508.4473503
650,LinkedIn,13801,641617,25823,1916,90039,Europe,35-44,11/2/23,11/11/23,Lead Generation,London,4.02%,7%,552%,5226.383942,6056.747223,2517.868835
651,Twitter,19718,421649,35566,1097,45866,Africa,45-54,4/8/23,5/3/23,Awareness,Cape Town,8.43%,3%,133%,6462.409349,7825.768197,5429.822454
652,LinkedIn,1969,201772,40685,1525,57840,Europe,18-24,4/22/23,5/15/23,Awareness,Madrid,20.16%,4%,2838%,558.8829394,879.924791,530.1922696
653,LinkedIn,4086,224672,31233,138,94700,Europe,18-24,2/3/23,2/8/23,Lead Generation,Berlin,13.90%,0%,2218%,1146.342552,1931.122109,1008.535339
654,Instagram,13271,191142,27271,1290,45424,Asia,45-54,8/31/23,9/7/23,Awareness,Mumbai,14.27%,5%,242%,3352.724764,7351.612798,2566.662437
655,LinkedIn,19487,420484,21562,1818,1383,North America,35-44,6/12/23,7/1/23,Conversion,New York,5.13%,8%,-93%,4945.261974,7461.91926,7079.818765
656,Instagram,5302,578027,22382,380,60209,South America,25-34,10/11/23,10/29/23,Lead Generation,Bogotá,3.87%,2%,1036%,1212.810747,2445.09729,1644.091963
657,Facebook,1069,492890,15784,1441,99169,North America,35-44,7/7/23,7/28/23,Lead Generation,New York,3.20%,9%,9177%,378.2200343,628.3755388,62.40442695
658,LinkedIn,2976,434249,23520,471,41033,South America,18-24,7/19/23,8/11/23,Awareness,Buenos Aires,5.42%,2%,1279%,998.0963057,1728.03838,249.8653143
659,LinkedIn,17549,146508,46906,1310,28851,Europe,45-54,3/20/23,4/17/23,Conversion,London,32.02%,3%,64%,7143.401685,6801.984269,3603.614046
660,LinkedIn,16336,112311,14385,775,7261,Europe,35-44,8/5/23,8/7/23,Lead Generation,London,12.81%,5%,-56%,3880.127419,8598.485812,3857.386769
661,Instagram,10391,749509,23739,98,75437,Asia,55+,10/18/23,10/30/23,Conversion,Seoul,3.17%,0%,626%,2681.501735,6176.665371,1532.832894
662,Facebook,16878,948613,32070,167,10227,Asia,25-34,12/31/23,1/13/24,Awareness,Tokyo,3.38%,1%,-39%,7093.130028,7811.078361,1973.791611
663,Twitter,9501,92871,2151,1621,17517,South America,25-34,3/2/23,3/10/23,Lead Generation,São Paulo,2.32%,75%,84%,3142.28268,5349.481051,1009.236269
664,LinkedIn,4014,48733,31071,407,57002,Africa,25-34,7/8/23,7/22/23,Conversion,Lagos,63.76%,1%,1320%,1852.228678,1566.679995,595.0913266
665,TikTok,4009,885213,40026,1140,6894,Africa,25-34,6/19/23,7/16/23,Lead Generation,Nairobi,4.52%,3%,72%,1732.026793,1986.018993,290.954214
666,Facebook,10005,886395,27678,793,15525,South America,55+,4/29/23,5/27/23,Lead Generation,Lima,3.12%,3%,55%,4658.050774,4051.54718,1295.402047
667,Instagram,19427,482455,2685,99,52522,Africa,35-44,1/25/23,2/10/23,Conversion,Cape Town,0.56%,4%,170%,8138.695279,10202.50853,1085.796189
668,TikTok,4549,612030,47958,493,72781,North America,55+,4/1/23,4/22/23,Awareness,New York,7.84%,1%,1500%,1905.772087,2011.455857,631.7720562
669,Twitter,13189,96614,43430,1550,21663,Africa,18-24,8/11/23,8/28/23,Lead Generation,Lagos,44.95%,4%,64%,4538.620712,7534.882443,1115.496845
670,TikTok,16884,76997,25603,1814,5740,Asia,55+,8/3/23,8/14/23,Awareness,Tokyo,33.25%,7%,-66%,5307.509014,8034.102517,3542.388468
671,Instagram,13251,767898,26466,436,13364,South America,45-54,1/14/23,2/5/23,Awareness,Buenos Aires,3.45%,2%,1%,3354.257684,5302.793993,4593.948322
672,Twitter,9007,581157,10439,493,45208,Africa,25-34,5/10/23,5/18/23,Lead Generation,Cairo,1.80%,5%,402%,3180.865638,3820.758307,2005.376055
673,Instagram,18893,478486,16159,1580,84563,Europe,45-54,3/27/23,4/14/23,Lead Generation,Madrid,3.38%,10%,348%,4016.821991,8671.339207,6204.838802
674,Facebook,4962,871664,45663,1904,39376,Europe,35-44,8/8/23,8/27/23,Lead Generation,London,5.24%,4%,694%,1123.446029,2284.34871,1554.205262
675,LinkedIn,14873,863217,13057,1487,39191,Africa,25-34,12/6/23,12/8/23,Conversion,Lagos,1.51%,11%,164%,6062.655707,8236.208737,574.1355555
676,LinkedIn,13662,778425,34226,1139,21910,Europe,35-44,1/3/23,1/6/23,Lead Generation,Berlin,4.40%,3%,60%,6614.582076,6376.582195,670.8357288
677,Twitter,16955,787786,20077,175,87443,Europe,45-54,5/7/23,5/8/23,Awareness,Madrid,2.55%,1%,416%,3705.81053,9062.289933,4186.899538
678,LinkedIn,6443,135628,49162,1328,87364,Asia,18-24,3/12/23,4/5/23,Lead Generation,Mumbai,36.25%,3%,1256%,2726.297297,2232.478329,1484.224374
679,Twitter,17380,860000,44822,1145,43876,North America,25-34,7/2/23,7/23/23,Conversion,Chicago,5.21%,3%,152%,5313.763753,9101.424076,2964.81217
